respondent_id;country.x;seascape;province;district;village;survey_date;interviewer_NAme;where_from;years_village;age;education_level;clan;religion;marital_status;hh_head;gender;social_network;group_hh_size.adult_males;group_hh_size.adult_females;group_hh_size.male_children;group_hh_size.female_children;group_hh_size.children;group_hh_size.total;primary_livelihood;fishing_primary_livelihood;num_livelihoods_resp;num_livelihoods_hh;fishing_identity;fishing_gears_diversity;gear_rank;catch_normal_day;catch_units;catch_notes;effort_normal_day;cpue;value_normal_day;toUSd2016rate;value_normal_day_USd;num_crew;percent_catch_eat;percent_catch_sell;percent_catch_giveaway;capacity_change.keep_fishing;capacity_change.fish_more;capacity_change.change_grounds;capacity_change.change_gear;capacity_change.fish_less;capacity_change.stop_fishing;capacity_change.other;capacity_change_other;dependence_local_seafood;perception_resource_change;perception_resource_change_describe;perception_resource_change_2;perception_resource_change_describe_2_fra;perception_resource_change_describe_2_eng;human_actions_agency;human_agency;trust_community;trust_village_leaders;trust_mgmt;trust_NGOs;trust_government;rules.places_description;rules.gears_description;rules.times_description;rules.species_description;rules.other_description;rules.places_rule_origin;rules.gears_rule_origin;rules.times_rule_origin;rules.species_rule_origin;rules.other_rule_origin;rules.places_who_created_rules_other;rules.gears_who_created_rules_other;rules.times_who_created_rules_other;rules.species_who_created_rules_other;rules.other_who_created_rules_other;rules.places_poaching_level;rules.gears_poaching_level;rules.times_poaching_level;rules.species_poaching_level;rules.other_poaching_level;mgmt_community.effect_yn;mgmt_community.benefits;mgmt_community.effect_yn_2;mgmt_community.benefits_fra;mgmt_community.benefits_eng;mgmt_community.costs;mgmt_community.costs_fra;mgmt_community.costs_eng;mgmt_community.impact;mgmt_personal.effect_yn;mgmt_personal.benefits;mgmt_personal.effect_yn_2;mgmt_personal.benefits_fra;mgmt_personal.benefits_eng;mgmt_personal.costs;mgmt_personal.costs_fra;mgmt_personal.costs_eng;mgmt_personal.impact;mgmt_who_most_positively;mgmt_who_most_negatively;mgmt_fairness;why_mgmt_fairness;mgmt_effect_catch;mgmt_effect_effort;mgmt_effect_reliability;mgmt_support;why_mgmt_support;participation;political_efficacy;fairness_decision_making;why_fairness_decision_making;conflict_frequency;conflict_frequency_explain;life_satisfaction;life_satisfaction_causes_1;life_satisfaction_2;life_satisfaction_causes_1_fra;life_satisfaction_causes_1_eng;life_satisfaction_causes_1_domain_1;life_satisfaction_causes_1_domain_2;life_satisfaction_causes_1_category_1;life_satisfaction_causes_1_category_2;life_satisfaction_causes_2;life_satisfaction_causes_2_fra;life_satisfaction_causes_2_eng;life_satisfaction_causes_2_domain_1;life_satisfaction_causes_2_domain_2;life_satisfaction_causes_2_category_1;life_satisfaction_causes_2_category_2;life_satisfaction_causes_3;life_satisfaction_causes_3_fra;life_satisfaction_causes_3_eng;life_satisfaction_causes_3_domain_1;life_satisfaction_causes_3_domain_2;life_satisfaction_causes_3_category_1;life_satisfaction_causes_23_category_2;leaving_feeling;capacity_change;capacity_change.b;aXIS_1;aXIS_2;aXIS_3;aXIS_4;aXIS_5;assets.how_many_cooking_pots;assets.how_many_radios;assets.how_many_dvd;assets.how_many_mattresses;assets.how_many_mobile_phones;assets.how_many_smartphone;assets.how_many_indoor_toilets;assets.how_many_electric_fan.1;assets.how_many_piped_water;assets.how_many_washing_machines;assets.how_many_computers;assets.how_many_electric_refrigerators;assets.how_many_goats;assets.how_many_televisions;assets.how_many_satellite_dishs;assets.running_water;roof_material.2;wall_material.2;floor_material.2;electricity.2;boat.2;toilets.2;mode_transport.2;country.y;Num_Infrast
562;Madagascar;Southwest;Soariake;Tulear 2;Bekodoy;28/11/2016;Laurence Hubertine;coastal_area_other;4;22;some_primary;Vezo;Protestant;married;no;female;1;1;1;1;NA;#VALEUR!;3;fishing_gleaning;yes;2;2;somewhat_agree;1;mesh_gill_net_below5;3;kgs;NA;5;NA;6000;3137.618;1.912278678;1;33;67;NA;false;false;false;false;true;false;false;NA;once_per_day;decreasing;pas de produits de mer acause d'augmentation de peuple;decreasing;augmentation de la population donc pas de produits marins;population growth so no marine products;yes;reserve;NA;NA;trust_more_people;NA;NA;reserve= andagnahitse, anagatsambo;filet a petite maille, destruction de coreil;pas de reponse;tortue de mer, baleine, dauphin;NA;NGO;government;NA;government;NA;NA;NA;rien;NA;rien;no_one;no_one;NA;no_one;NA;yes;beaucoup de produits;yes;beaucoup de produits ;many products;pas de reponse;pas de reponse;no answer;very_good;yes;la protection des produits mer;yes;protection des fruits de mer;protection of seafood;vali-bato;vali-bato;vali-bato;very_good;tout le communaute parcequ'ils ont beneficiees et augmente la vie;ni a pas toutes sont beneficiees;fair;toutes sont beneficieees;somewhat_more;neither;somewhat_more_reliable;very_supportive;protege de produits de mer;not_involved;somewhat_disagree;fair;decision de communautees;no_conflict;NA;no_change;la vie pas changer;no_change;la vie pas changer;life did not change;health;NA;emotional health;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;neither;fish_less;yes;-0.181042021546938;0.0272534507861726;0.0523501759149877;-0.113846677680132;-0.026991438806972;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;NA;thach;NA;NA;no_motor;no_toilet;no_transport;Madagascar;9
750;Madagascar;Northwest;Ambanja;Ambandja;Nosy Iranja;12/12/2016;RalaIbozaka Herilala Paul;this_village;NA;22;primary_completed;Sakalava;Catholic;married;no;female;NA;1;1;NA;2;#VALEUR!;4;NA;no;2;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;3137.618;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;once_per_day;no_change;NA;no_change;NA;NA;no;NA;trust_all;trust_all;trust_all;trust_all;trust_all;NA;Harato hely maso;andro alakamisy;tortue marine;NA;NA;NGO;fishers_local_users;government;NA;NA;NA;NA;NA;NA;NA;no_one;no_one;no_one;NA;no;NA;no;NA;NA;NA;NA;NA;NA;no;NA;no;NA;NA;NA;NA;NA;NA;tout le monde;NA;NA;NA;no_change;neither;no_change;supportive;une gestion c'est pour apporter une amelioration;active;somewhat_agree;fair;oui car tous le monde au prise de decision;no_conflict;NA;better;la vie marche bien ici surtout le commerce;better;la vie marche bien ici surtout le commerce;life is good especially the business;health;economic;emotional health;employment;c'est Zanahary qui decide;c'est Zanahary qui decide;god's will;cultural;NA;;NA;NA;NA;NA;NA;NA;NA;NA;neither;NA;NA;-0.0335129361870488;0.0771881557880873;-0.0388176185910452;0.172846128412734;0.00466388615464182;>1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;yes;thach;thach;wood;petrol;no_boat;no_toilet;no_transport;Madagascar;6
51;Madagascar;Northwest;Ambanja;Ambandja;Amporaha;11/12/2016;Gaillord;this_village;2;22;some_middle_school;Sakalava;NA;single;yes;female;NA;NA;1;2;NA;#VALEUR!;3;menagere;no;1;1;NA;0;NA;NA;NA;NA;NA;NA;NA;3137.618;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;once_per_day;decreasing;y a trop des pecheurs et les ressources ne supportent plus;decreasing;trop de pecheurs, les ressources ne supportent plus;too many fishermen, fish can't support the pressure;yes;Les pecheurs des autres villages ne devrait pas travailler ici, que chacun peche dans ses zones respectives;NA;NA;NA;NA;NA;NA;NA;Jeudi;Tortue de mer;NA;NA;NA;fishers_local_users;government;NA;NA;NA;NA;NA;NA;NA;NA;no_one;no_one;NA;no;NA;no;NA;NA;NA;NA;NA;NA;no;NA;no;NA;NA;NA;NA;NA;NA;tout le monde;personne;fair;que ce soit bon ou mauvais la consequence de la gestion, chacun peut le voir;no_change;neither;somewhat_less_reliable;supportive;car la gestion protege l'environnement;passive;somewhat_agree;fair;decision prit par tout le monde;no_conflict;NA;better;nombreux les touristes ici;better;nombreux les touristes ici;many tourists;economic;;livelihoods;;Y a plus d'activite a faire;Y a plus d'activite a faire;no more livelihood;economic;NA;livelihoods;NA;NA;NA;NA;NA;NA;NA;NA;sad;NA;NA;-0.0991074682255259;-0.0202640540061739;0.0518295337215111;0.0937628803848472;-0.0633252811107093;>1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;yes;thach;thach;wood;none;no_boat;no_toilet;no_transport;Madagascar;2
135;Madagascar;Southwest;Soariake;Tulear 2;Ambatomilo;05/12/2016;Felicien;this_village;NA;22;some_primary;Vezo;Catholic;married;no;male;1;1;1;NA;NA;#VALEUR!;2;fishing_gleaning;yes;1;1;somewhat_disagree;6;hand_spear;10;kgs;NA;4;NA;20000;3137.618;6.374262259;1;10;90;NA;false;true;false;false;false;false;false;NA;once_per_day;increasing;il y a de la reserve par an ici;increasing;il y a de la reserve par an ici;there is a reserve;NA;garder les reserves;trust_all;trust_all;trust_all;trust_all;trust_all;reserve temporaire (ankarahake, nonondambo);Valibato (fer et bois), filet a petite maille, senne de plage;Hiver: crevette, chevaquine. ete: langouste;tortue marine, dauphin, baleine;NA;NGO;NGO and government and other;government;government;NA;NA;Soariake;NA;NA;NA;no_one;no_one;no_one;no_one;NA;yes;j'ai deja obtenu de soulier et de filet;yes;obtention de chaussures et de filets;I got shoes and nets;NA;NA;NA;very_good;yes;les villageois recoivent des aides comme de l'argent, du riz, de soulier, pirogue et lance;yes;les villageois recoivent des aides comme de l'argent, du riz, de soulier, pirogue et lance;villagers receive contributions like money, rice, shoes, pirogue and spears;NA;NA;NA;very_good;les distributeurs et les responsables car ils ont plus d'avantages que nous;NA;neither;les responsables ont plus d'avantages (argent venant des etrangers);somewhat_more;easier;a_lot_more_reliable;very_supportive;pour que les ressources marines puissent regroupes;passive;neither;fair;il y a des impacts positifs a la population locale;no_conflict;NA;better;les ressources marines sont mieux;better;les ressources marines sont mieux;marine resources are better;economic;health;livelihoods;food security;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;sad;fish_more;yes;-0.198505367078222;0.0549567264389581;-0.00783854796099701;-0.0177425497903271;-0.00842106418218856;>1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;no;thach;thach;dirt;petrol;no_motor;no_toilet;no_transport;Madagascar;7
439;Madagascar;Northwest;Nord-Ouest/Nosy be;Nosy be;Anjiabe;07/12/2016;Ravelontsaina Daniel;this_village;12;22;some_secondary;antemoro;FJKM;married;no;female;1;1;1;3;0;3;5;cash_crops;no;2;2;NA;0;NA;NA;NA;NA;NA;NA;NA;3137.618;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;more_than_once_day;decreasing;l'ultilisation du filet kaokobe;decreasing;utilisation de filet kaoko be;use of kaoko be nets;yes;respecter la periode fermeture ainsi que les lois et regles;trust_all;trust_all;trust_all;trust_all;trust_all;clarita;Kaokobe;non;andrevaka;NA;fishers_local_users;fishers_local_users and NGO and government;NA;fishers_local_users and NGO;NA;NA;NA;NA;NA;NA;no_one;no_one;NA;no_one;NA;no;NA;no;NA;NA;NA;NA;NA;NA;no;NA;no;NA;NA;NA;NA;NA;NA;tout le monde;les non pecheurs car ils ne conNAissent pas les lois et regles;neither;NA;a_lot_less;easier;somewhat_less_reliable;supportive;protection des poissons coralliens;active;somewhat_agree;very_fair;les pecheurs sont reglementes;no_conflict;NA;no_change;NA;no_change;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;sad;NA;NA;0.182728946239591;0.162391583189111;-0.182908521884353;0.0138042012477479;-0.151260386912065;>1;1;1;>1;1;0;0;0;0;0;0;1;0;1;1;no;thach;thach;cement;solar;no_boat;dry_toilet;no_transport;Madagascar;9
1448;Madagascar;Northeast;Maroantsetra;Maroantsetra;Rantohely Secteur;26/11/2016;Velonjara Alain Bruni;this_village;18;22;NA;betsimisaraka;Tsy mivavaka;married;yes;male;1;1;1;1;1;2;4;cash_crops;no;2;2;NA;0;NA;NA;NA;NA;NA;NA;NA;3137.618;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;more_than_once_day;decreasing;changement climatique;decreasing;changement climatique;climate change;no;inetrdire le batteau de peche;about_half_half;about_half_half;about_half_half;trust_more_people;trust_more_people;aire protege;moustiquaire;mauvais temps;requin et tortus de mer;NA;fishers_local_users and NGO;fishers_local_users and NGO;fishers_local_users;fishers_local_users and NGO;NA;NA;NA;NA;NA;NA;no_one;no_one;a_few;no_one;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;NA;no;NA;NA;NA;NA;NA;NA;les peheurs a filet car le nombres des peheurs augmente;les pecheurs a filet car ils sont obliger de faire des kilometres pour avoir des poissons;neither;la quantitese des poissons augmente;somewhat_more;harder;somewhat_more_reliable;supportive;meme si la qantite n'est plus comme,la qualitee s'est beaucoup ameliorer;active;somewhat_agree;fair;tout le monde y participe au prise decision;no_conflict;NA;no_change;NA;no_change;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;neither;NA;NA;-0.0990530260258742;0.0323632200146986;-0.0059101962717455;0.0122992391794257;-0.168124628940271;>1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;no;thach;thach;thach;battery;no_boat;no_toilet;NA;Madagascar;5
240;Madagascar;Northeast;Maroantsetra;Maroantsetra;Rantohely Secteur;26/11/2016;Velonjara Alain Bruni;this_village;18;22;NA;betsimisaraka;Tsy mivavaka;married;yes;male;1;1;1;1;1;2;4;cash_crops;no;2;2;NA;0;NA;NA;NA;NA;NA;NA;NA;3137.618;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;more_than_once_day;decreasing;probleme de temps;decreasing;climat;climate;no;les batteau nous empeche de pecher;NA;NA;NA;NA;NA;dans le reserve;senne de plage;mauvais temps;requin;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.0666501318172996;0.0305964569216346;0.0298480762399025;0.0511021142806283;-0.134583968095511;>1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;yes;thach;thach;thach;battery;no_boat;no_toilet;no_transport;Madagascar;5
1313;Madagascar;Northeast;Maroantsetra;Maroantsetra;Rantohely Secteur;26/12/2016;Veloson Kalo;this_district;6;22;some_secondary;betsimisaraka;FJKM;single;no;female;1;2;1;2;2;4;7;farming;no;3;3;neither;1;mesh_gill_net_above5;40;bundles;NA;6;NA;80000;3137.618;25.49704904;2;5;95;0;true;false;false;false;false;false;false;NA;more_than_once_week;decreasing;climat,nombre de pecheur et consommatuers qui augmente;decreasing;climat, augmentation du nombre de pecheurs et de consommateurs;climate, increase in fishermen and consumers number;yes;respect de la reserves,interdire l'utilisation de senne de plage;about_half_half;about_half_half;trust_more_people;about_half_half;about_half_half;zine de reserve;senne de pkage;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;keep_fishing;no;0.338556115162608;0.104969476068432;0.11203091311584;0.00514263196457096;0.106171249083258;>1;1;1;>1;>1;0;0;0;0;0;0;0;1;1;0;yes;metal;wood;wood;solar;no_motor;latrine;bicycle;Madagascar;5
452;Madagascar;Southwest;Soariake;Tulear 2;Tsandamba;10/12/2016;Felicien;NA;5;22;some_secondary;Vezo;Catholic;married;no;female;1;1;1;2;NA;#VALEUR!;4;fishing_gleaning;yes;3;3;NA;0;NA;NA;NA;NA;NA;NA;NA;3137.618;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;once_per_day;decreasing;il n' y a plus de groupe de poisson, les poissons sont perturbes car meme les plus petits sont deja peches;decreasing;plus de groupe de poisson, perturbation des poissons car meme les plus petits sont deja peches;no more fish, disturbance of the fish because even the small ones are captures;yes;proteges poissons en arretant l'utilisation de senne de plage et de jaoto;trust_more_people;trust_more_people;trust_more_people;trust_more_people;trust_more_people;reserve temporaire a ankiahia;senne de plage, jaoto;dec: fermeture de poulpe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.0240937847538715;0.135158707724377;0.0451868107609877;-0.0993906620546103;0.0861689044181033;>1;1;0;>1;0;0;0;0;0;0;0;0;>10;0;0;no;thach;wood;cement;solar;no_motor;no_toilet;no_transport;Madagascar;8
1498;Madagascar;Southwest;Toliara II;Tulear 2;andravona;01/12/2016;Soanahary Gerard;this_village;NA;22;some_primary;Vezo;NA;married;yes;male;0;1;1;0;1;1;3;fishing_gleaning;yes;3;3;somewhat_disagree;3;mesh_gill_net_above5;20;kgs;NA;7;NA;70000;3137.618;22.30991791;0;10;80;10;false;false;false;false;true;false;false;NA;more_than_once_day;decreasing;epuisement des poissons/beaucoup de pecheurs;decreasing;epuisement des poissons, beaucoup de pecheurs;exhaustion of fish stocks, many fishermen;yes;Faire de reserve;distrust_more_people;trust_more_people;trust_more_people;trust_more_people;trust_more_people;Sambarea/Kelibotana/ankaratapaky;senne a la plage et petite senne/valibato;-;Poulpe/Tortues de mer/baleine;-;NGO;NGO and government;NA;NGO and government;NA;NA;NA;NA;NA;NA;a_few;a_few;NA;a_few;NA;yes;nous avons des outils de peches car la peche est bonne;yes;outils de peches car la peche est bonne;fishing gears because fishing activties are good;notre activite principale est touchee durant la fermeture de la reserve;impact de notre activite principale durant la fermeture de la reserve;our main activity is impacted when the reserve is closed;good;yes;nous avons des differents outils de peches parcqu'il y a de bonne prises et de l'argent;yes;differents outils de peches parcqu'il y a de bonne prises et de l'argent;different fishing gears because there are good catch and money;les gens sont en difficultes lors de la fermeture de la reserve et il a de certains personnes qui pechent dans la nuit;les gens sont en difficultes lors de la fermeture de la reserve, peche la nuit;people are in a bad way when the reserve closes, night fihing;good;les pecheurs des poulpes, zanga car ils sont tres chers/les collecteurs car ils les vendent deux fois plus;NA;fair;car tout le monde ont de bonne prises;somewhat_more;easier;somewhat_less_reliable;supportive;car elle a evolue notre vie en plus il faut que sa continue;active;somewhat_agree;fair;NA;no_conflict;NA;no_change;-;no_change;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;sad;fish_less;yes;-0.104309281807331;0.0879917094800144;-0.000668278393577673;-0.105615643046144;0.0743982936356372;>1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;no;thach;wood;cement;battery;no_motor;no_toilet;no_transport;Madagascar;8
815;Madagascar;Southwest;Toliara II;Tulear 2;Tsifota;15/01/2017;Felicien;this_village;NA;22;NA;Vezo;Protestant;married;yes;male;NA;1;1;NA;1;#VALEUR!;3;fishing_gleaning;yes;2;2;NA;5;spear_gun;5;kgs;NA;4;NA;10000;3137.618;3.187131129;NA;20;80;NA;false;false;true;true;false;false;false;NA;more_than_once_day;decreasing;valibato;decreasing;pratique du valibato;practice of valibato;yes;interdiction du valibato;trust_more_people;trust_more_people;trust_more_people;trust_more_people;trust_more_people;NA;senne de plage, valibato;langouste et poulpe pendant l'ete;tortue marine;NA;NA;NGO and government;NGO and government;NGO and government;NA;NA;NA;NA;NA;NA;NA;a_few;a_few;a_few;NA;yes;j'ai constate que la quantite des poissons en mer ne baisse plus comme avant;yes;la quantite de poissons ne diminue pas comme avant;the quantity of fish is not decreasing like it used to;NA;NA;NA;very_good;yes;pour une conservation des ressources marines;yes;pour une conservation des ressources marines;conservation of marine resources;NA;NA;NA;very_good;la population, c'est pour ameliore l'activite en mer;NA;fair;la gestion est faite pour tout le monde sans exception;somewhat_more;easier;somewhat_more_reliable;very_supportive;pour que l'activite en mer soit bien controlee;not_involved;somewhat_disagree;fair;accorde par tout le monde;no_conflict;NA;no_change;NA;no_change;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;neither;change_gear;yes;-0.147359014312338;0.039958965758656;-0.0400577637724566;-0.0139032854886602;0.0463262419655564;>1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;no;thach;thach;dirt;NA;no_motor;dry_toilet;no_transport;Madagascar;8
272;Madagascar;Northwest;Ambanja;Ambandja;Antafiambotry;01/12/2016;alban;this_village;22;22;middle_school_completed;Tsimiety;Muslim;married;yes;male;0;1;1;0;1;1;3;fishing_gleaning;yes;1;1;strongly_disagree;1;mesh_gill_net_above5;400;bundles;NA;8;NA;8,00E+05;3137.618;254.9704904;3;0.75;99.25;0;false;false;true;false;false;true;false;NA;more_than_once_week;decreasing_a_lot;les nombres de pecheur augment;decreasing_a_lot;augmentation du nombre de pecheurs;increase in the number of fishermen;yes;instaurer une longue periode de fermerture;NA;NA;NA;NA;NA;alentours de mahabo;senne de plage, fillet a petite maille (-15mm);30 decna1avril;poisson coralliens;revoire un petit peu la perioda de fermerture, il faut le deplacer en mois de novembre a mars;fishers_local_users;fishers_local_users;don_t_know;fishers_local_users and NGO;NA;NA;NA;NA;NA;NA;about_half;no_one;a_few;no_one;NA;no;NA;no;NA;NA;NA;NA;NA;NA;yes;rien;yes;aucun;none;il n'y a pas d'impacte au niveau de chaque menage en general, c'est de plus en plus difficile pour nous d'avoir du poisson;de plus en plus difficile pour nous d'avoir du poisson;it is more and more difficult to get fish;bad;n'y a pas;n'y a pas;unfair;car les dirigeants sont indifferents par rapports aux autres membres;a_lot_less;much_harder;somewhat_less_reliable;unsupportive;il n'y a pas d'effet positif sur la population;passive;neither;unfair;ce sont les gens exterieur qui ne sont pas soumis par la loi et le reglement;more_than_once_year;NA;no_change;NA;no_change;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;very_happy;stop_fishing;NA;-0.0112679132004956;0.0497013494816871;0.0188284725261907;-0.0536589765226476;-0.062122370377897;>1;0;0;1;>1;0;0;0;0;0;0;0;0;0;0;no;metal;thach;cement;solar;no_boat;no_toilet;no_transport;Madagascar;9
1442;Madagascar;Southwest;Soariake;Tulear 2;Bekodoy;27/11/2016;Felicien;this_village;NA;22;some_primary;Vezo;FLM;married;yes;male;NA;1;1;1;NA;#VALEUR!;3;fishing_gleaning;yes;1;1;neither;4;mesh_gill_net_below5;30;kgs;NA;11;NA;60000;3137.618;19.12278678;NA;5;95;NA;false;false;true;false;false;false;false;NA;once_per_day;decreasing;les materiels utilises dans la mer sont tres nombreux;decreasing;les materiels utilises dans la mer sont tres nombreux;too many fishing gears;yes;conservations marines, ex: reserve;trust_more_people;trust_more_people;trust_more_people;trust_more_people;trust_more_people;NA;senne de plage, jaoto, valibato, peche au poison;langouste pendant l'ete;Tortues marines, dauphin, baleine;NA;NA;NGO and government;government;government;NA;NA;NA;NA;NA;NA;NA;no_one;no_one;no_one;NA;yes;l'activite de subistance est mieux;yes;l'activite de subistance est mieux;livelihood activity is better;NA;NA;NA;good;yes;les ressources marines se retablissent suite l'interdiction du senne de plage et de la peche a poison;yes;retablissement des ressources marines suite a l'interdiction des senne de plage et de la peche au poison;recovery of marine resources due to ban of purse seines and fishing with poison;NA;NA;NA;very_good;la population toute entiere, conservation des ressources marines;NA;fair;il n'y a aucune distinction;somewhat_more;easier;somewhat_more_reliable;very_supportive;pour retablir comme avant les ressources marines;passive;neither;fair;decision de tout le monde;no_conflict;NA;no_change;NA;no_change;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;sad;change_grounds;yes;-0.135424385055132;0.109982931032253;-0.0420986626511308;-0.0839227113477951;0.0277091842326648;>1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;no;thach;thach;cement;petrol;no_motor;no_toilet;no_transport;Madagascar;9
109;Madagascar;Southwest;Soariake;Tulear 2;Tsandamba;12/12/2016;Felicien;this_village;NA;22;some_primary;Vezo;Protestant;married;yes;male;NA;1;1;1;NA;#VALEUR!;3;fishing_gleaning;yes;1;1;neither;3;mesh_gill_net_below5;10;kgs;NA;4;NA;NA;3137.618;NA;1;10;90;NA;false;false;true;true;false;false;false;NA;more_than_once_week;decreasing;le nombre de pecheurs est beaucoup trop nombreux;decreasing;pecheurs trop nombreux;too many fishermen;yes;faire un reserve;trust_more_people;trust_more_people;trust_more_people;trust_more_people;trust_more_people;reserve;senne de plage, valibato;NA;tortue marine, baleine, dauphin;NA;NGO;NGO and government;NA;government;NA;NA;NA;NA;NA;NA;no_one;no_one;NA;no_one;NA;yes;gros poisson nombreux;yes;gros poisson nombreux;big fish are very numerous;NA;NA;NA;good;yes;il peut y avoir de groupe de poisson;yes;groupes de poisson;groups of fish;NA;NA;NA;very_good;la population;NA;don_t_know;NA;somewhat_more;easier;somewhat_more_reliable;supportive;conservation des poissons;passive;somewhat_disagree;fair;decision prise apres une reunion;less_than_once_year;NA;no_change;NA;no_change;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;sad;change_gear;yes;-0.17061853264163;0.0871184812699522;-0.0395306279655364;-0.0235894181300278;0.0298572397296253;>1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;no;thach;thach;dirt;petrol;no_motor;no_toilet;no_transport;Madagascar;8
865;Madagascar;Northeast;Maroantsetra;Maroantsetra;Anandrivola;07/11/2016;Velonjara Alain Bruni;this_village;6;22;NA;betsimisaraka;Tsy mivavaka;married;yes;male;2;1;1;0;1;1;3;fishing_gleaning;yes;2;2;somewhat_agree;1;mesh_gill_net_below5;12;bundles;NA;7;NA;24000;3137.618;7.649114711;1;5;87;8;false;false;false;false;false;true;false;NA;more_than_once_week;decreasing;les poissons ont augmenter;decreasing;augmentation du nombre de poissons;increase in fish number;NA;ce sont les batteaux qui tuent les poissons;about_half_half;about_half_half;trust_more_people;trust_more_people;NA;vatolava;filet a petite maille et moustiquaire;mauvais temps;tortus de mer et requin;NA;NGO;fishers_local_users and government;fishers_local_users;NGO;NA;NA;NA;NA;NA;NA;dont_know;dont_know;no_one;no_one;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;NA;no;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no_conflict;NA;no_change;NA;no_change;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;neither;stop_fishing;NA;-0.0338515826820994;-0.0202170723456167;0.0748433485087838;-0.00852370908470968;0.0189907081940461;>1;0;0;>1;0;0;0;0;0;0;0;0;0;0;0;yes;thach;thach;thach;solar;no_motor;latrine;no_transport;Madagascar;7
